GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
sysqual_OLA2,com.kfisk,PersistenceManager,0,129,0,2,0,41,0,7,0,6
sysqual_OLA2,com.kfisk,Task,0,35,0,6,0,9,0,6,0,3
sysqual_OLA2,com.kfisk,RouteController,18,89,0,0,4,27,0,5,0,5
sysqual_OLA2,com.kfisk,RequestValidator,0,56,0,10,0,7,0,11,0,6
